,objid,class
186,1237650000000000000,STAR
187,1237650000000000000,GALAXY
188,1237650000000000000,STAR
189,1237650000000000000,STAR
190,1237650000000000000,STAR
191,1237650000000000000,STAR
192,1237650000000000000,STAR
193,1237650000000000000,STAR
194,1237650000000000000,STAR
195,1237650000000000000,STAR
196,1237650000000000000,STAR
197,1237650000000000000,STAR
198,1237650000000000000,STAR
199,1237650000000000000,GALAXY
200,1237650000000000000,GALAXY
201,1237650000000000000,STAR
202,1237650000000000000,STAR
203,1237650000000000000,STAR
204,1237650000000000000,STAR
205,1237650000000000000,STAR
206,1237650000000000000,STAR
207,1237650000000000000,STAR
208,1237650000000000000,STAR
209,1237650000000000000,STAR
210,1237650000000000000,STAR
211,1237650000000000000,STAR
212,1237650000000000000,STAR
213,1237650000000000000,STAR
214,1237650000000000000,GALAXY
215,1237650000000000000,STAR
216,1237650000000000000,GALAXY
217,1237650000000000000,STAR
218,1237650000000000000,STAR
219,1237650000000000000,STAR
220,1237650000000000000,STAR
221,1237650000000000000,STAR
222,1237650000000000000,STAR
223,1237650000000000000,STAR
224,1237650000000000000,STAR
225,1237650000000000000,STAR
226,1237650000000000000,STAR
227,1237650000000000000,STAR
228,1237650000000000000,STAR
229,1237650000000000000,STAR
230,1237650000000000000,GALAXY
231,1237650000000000000,GALAXY
232,1237650000000000000,GALAXY
233,1237650000000000000,QSO
234,1237650000000000000,STAR
235,1237650000000000000,GALAXY
236,1237650000000000000,STAR
237,1237650000000000000,GALAXY
238,1237650000000000000,GALAXY
239,1237650000000000000,QSO
240,1237650000000000000,STAR
241,1237650000000000000,GALAXY
242,1237650000000000000,STAR
243,1237650000000000000,QSO
244,1237650000000000000,STAR
245,1237650000000000000,GALAXY
246,1237650000000000000,GALAXY
247,1237650000000000000,GALAXY
248,1237650000000000000,GALAXY
249,1237650000000000000,GALAXY
250,1237650000000000000,GALAXY
251,1237650000000000000,STAR
252,1237650000000000000,GALAXY
253,1237650000000000000,GALAXY
254,1237650000000000000,GALAXY
255,1237650000000000000,GALAXY
256,1237650000000000000,GALAXY
257,1237650000000000000,GALAXY
258,1237650000000000000,STAR
259,1237650000000000000,QSO
260,1237650000000000000,QSO
261,1237650000000000000,GALAXY
262,1237650000000000000,GALAXY
263,1237650000000000000,STAR
264,1237650000000000000,GALAXY
265,1237650000000000000,GALAXY
266,1237650000000000000,STAR
267,1237650000000000000,GALAXY
268,1237650000000000000,STAR
269,1237650000000000000,GALAXY
270,1237650000000000000,STAR
271,1237650000000000000,STAR
272,1237650000000000000,STAR
273,1237650000000000000,STAR
274,1237650000000000000,QSO
275,1237650000000000000,GALAXY
276,1237650000000000000,GALAXY
277,1237650000000000000,GALAXY
278,1237650000000000000,GALAXY
279,1237650000000000000,GALAXY
280,1237650000000000000,STAR
281,1237650000000000000,QSO
282,1237650000000000000,GALAXY
283,1237650000000000000,GALAXY
284,1237650000000000000,GALAXY
285,1237650000000000000,GALAXY
286,1237650000000000000,GALAXY
287,1237650000000000000,STAR
288,1237650000000000000,GALAXY
289,1237650000000000000,GALAXY
290,1237650000000000000,GALAXY
291,1237650000000000000,QSO
292,1237650000000000000,GALAXY
293,1237650000000000000,GALAXY
294,1237650000000000000,STAR
295,1237650000000000000,GALAXY
296,1237650000000000000,STAR
297,1237650000000000000,GALAXY
298,1237650000000000000,GALAXY
299,1237650000000000000,GALAXY
300,1237650000000000000,GALAXY
301,1237650000000000000,QSO
302,1237650000000000000,STAR
303,1237650000000000000,GALAXY
304,1237650000000000000,STAR
305,1237650000000000000,STAR
306,1237650000000000000,QSO
307,1237650000000000000,STAR
308,1237650000000000000,QSO
309,1237650000000000000,STAR
310,1237650000000000000,STAR
311,1237650000000000000,GALAXY
312,1237650000000000000,STAR
313,1237650000000000000,STAR
314,1237650000000000000,STAR
315,1237650000000000000,STAR
316,1237650000000000000,STAR
317,1237650000000000000,STAR
318,1237650000000000000,STAR
319,1237650000000000000,STAR
320,1237650000000000000,STAR
321,1237650000000000000,GALAXY
322,1237650000000000000,GALAXY
323,1237650000000000000,GALAXY
324,1237650000000000000,STAR
325,1237650000000000000,GALAXY
326,1237650000000000000,STAR
327,1237650000000000000,STAR
328,1237650000000000000,STAR
329,1237650000000000000,STAR
330,1237650000000000000,STAR
331,1237650000000000000,STAR
332,1237650000000000000,STAR
333,1237650000000000000,QSO
334,1237650000000000000,STAR
335,1237650000000000000,STAR
336,1237650000000000000,STAR
337,1237650000000000000,STAR
338,1237650000000000000,STAR
339,1237650000000000000,STAR
340,1237650000000000000,STAR
341,1237650000000000000,STAR
342,1237650000000000000,STAR
343,1237650000000000000,STAR
344,1237650000000000000,STAR
345,1237650000000000000,STAR
346,1237650000000000000,STAR
347,1237650000000000000,GALAXY
348,1237650000000000000,STAR
349,1237650000000000000,STAR
350,1237650000000000000,STAR
351,1237650000000000000,STAR
352,1237650000000000000,STAR
353,1237650000000000000,STAR
354,1237650000000000000,GALAXY
355,1237650000000000000,STAR
356,1237650000000000000,GALAXY
357,1237650000000000000,STAR
358,1237650000000000000,STAR
359,1237650000000000000,STAR
360,1237650000000000000,GALAXY
361,1237650000000000000,GALAXY
362,1237650000000000000,STAR
363,1237650000000000000,STAR
364,1237650000000000000,GALAXY
365,1237650000000000000,GALAXY
366,1237650000000000000,STAR
367,1237650000000000000,STAR
368,1237650000000000000,STAR
369,1237650000000000000,STAR
370,1237650000000000000,STAR
371,1237650000000000000,STAR
372,1237650000000000000,STAR
373,1237650000000000000,STAR
374,1237650000000000000,STAR
375,1237650000000000000,STAR
376,1237650000000000000,STAR
377,1237650000000000000,STAR
378,1237650000000000000,GALAXY
379,1237650000000000000,STAR
380,1237650000000000000,STAR
381,1237650000000000000,STAR
382,1237650000000000000,STAR
383,1237650000000000000,STAR
384,1237650000000000000,STAR
385,1237650000000000000,STAR
386,1237650000000000000,GALAXY
387,1237650000000000000,STAR
388,1237650000000000000,STAR
389,1237650000000000000,GALAXY
390,1237650000000000000,STAR
391,1237650000000000000,GALAXY
392,1237650000000000000,STAR
393,1237650000000000000,STAR
394,1237650000000000000,STAR
395,1237650000000000000,STAR
396,1237650000000000000,GALAXY
397,1237650000000000000,GALAXY
398,1237650000000000000,GALAXY
399,1237650000000000000,GALAXY
400,1237650000000000000,GALAXY
401,1237650000000000000,GALAXY
402,1237650000000000000,GALAXY
403,1237650000000000000,GALAXY
404,1237650000000000000,GALAXY
405,1237650000000000000,GALAXY
406,1237650000000000000,GALAXY
407,1237650000000000000,GALAXY
408,1237650000000000000,GALAXY
409,1237650000000000000,GALAXY
410,1237650000000000000,STAR
411,1237650000000000000,STAR
412,1237650000000000000,GALAXY
413,1237650000000000000,STAR
414,1237650000000000000,GALAXY
415,1237650000000000000,GALAXY
416,1237650000000000000,GALAXY
417,1237650000000000000,GALAXY
418,1237650000000000000,GALAXY
419,1237650000000000000,GALAXY
420,1237650000000000000,STAR
421,1237650000000000000,GALAXY
422,1237650000000000000,STAR
423,1237650000000000000,GALAXY
424,1237650000000000000,GALAXY
425,1237650000000000000,GALAXY
426,1237650000000000000,QSO
427,1237650000000000000,QSO
428,1237650000000000000,GALAXY
429,1237650000000000000,GALAXY
430,1237650000000000000,GALAXY
431,1237650000000000000,GALAXY
432,1237650000000000000,GALAXY
433,1237650000000000000,QSO
434,1237650000000000000,QSO
435,1237650000000000000,QSO
436,1237650000000000000,GALAXY
437,1237650000000000000,GALAXY
438,1237650000000000000,GALAXY
439,1237650000000000000,GALAXY
440,1237650000000000000,GALAXY
441,1237650000000000000,STAR
442,1237650000000000000,QSO
443,1237650000000000000,GALAXY
444,1237650000000000000,GALAXY
445,1237650000000000000,GALAXY
446,1237650000000000000,GALAXY
447,1237650000000000000,STAR
448,1237650000000000000,STAR
449,1237650000000000000,STAR
450,1237650000000000000,STAR
451,1237650000000000000,STAR
452,1237650000000000000,GALAXY
453,1237650000000000000,STAR
454,1237650000000000000,GALAXY
455,1237650000000000000,STAR
456,1237650000000000000,GALAXY
457,1237650000000000000,STAR
458,1237650000000000000,STAR
459,1237650000000000000,STAR
460,1237650000000000000,GALAXY
461,1237650000000000000,STAR
462,1237650000000000000,GALAXY
463,1237650000000000000,STAR
464,1237650000000000000,GALAXY
465,1237650000000000000,GALAXY
466,1237650000000000000,QSO
467,1237650000000000000,STAR
468,1237650000000000000,GALAXY
469,1237650000000000000,GALAXY
470,1237650000000000000,GALAXY
471,1237650000000000000,STAR
472,1237650000000000000,STAR
473,1237650000000000000,GALAXY
474,1237650000000000000,GALAXY
475,1237650000000000000,GALAXY
476,1237650000000000000,QSO
477,1237650000000000000,QSO
478,1237650000000000000,STAR
479,1237650000000000000,STAR
480,1237650000000000000,GALAXY
481,1237650000000000000,STAR
482,1237650000000000000,GALAXY
483,1237650000000000000,GALAXY
484,1237650000000000000,GALAXY
485,1237650000000000000,GALAXY
486,1237650000000000000,STAR
487,1237650000000000000,GALAXY
488,1237650000000000000,GALAXY
489,1237650000000000000,GALAXY
490,1237650000000000000,STAR
491,1237650000000000000,GALAXY
492,1237650000000000000,GALAXY
493,1237650000000000000,GALAXY
494,1237650000000000000,QSO
495,1237650000000000000,GALAXY
496,1237650000000000000,STAR
497,1237650000000000000,STAR
498,1237650000000000000,GALAXY
499,1237650000000000000,GALAXY
500,1237650000000000000,GALAXY
501,1237650000000000000,GALAXY
502,1237650000000000000,STAR
503,1237650000000000000,STAR
504,1237650000000000000,STAR
505,1237650000000000000,STAR
506,1237650000000000000,STAR
507,1237650000000000000,GALAXY
508,1237650000000000000,STAR
509,1237650000000000000,STAR
510,1237650000000000000,STAR
511,1237650000000000000,STAR
512,1237650000000000000,QSO
513,1237650000000000000,STAR
514,1237650000000000000,STAR
515,1237650000000000000,STAR
516,1237650000000000000,STAR
517,1237650000000000000,STAR
518,1237650000000000000,STAR
519,1237650000000000000,GALAXY
520,1237650000000000000,GALAXY
521,1237650000000000000,STAR
522,1237650000000000000,STAR
523,1237650000000000000,STAR
524,1237650000000000000,STAR
525,1237650000000000000,STAR
526,1237650000000000000,STAR
527,1237650000000000000,STAR
528,1237650000000000000,STAR
529,1237650000000000000,STAR
530,1237650000000000000,GALAXY
531,1237650000000000000,STAR
532,1237650000000000000,GALAXY
533,1237650000000000000,QSO
534,1237650000000000000,STAR
535,1237650000000000000,STAR
536,1237650000000000000,QSO
537,1237650000000000000,GALAXY
538,1237650000000000000,GALAXY
539,1237650000000000000,GALAXY
540,1237650000000000000,GALAXY
541,1237650000000000000,STAR
542,1237650000000000000,STAR
543,1237650000000000000,STAR
544,1237650000000000000,STAR
545,1237650000000000000,STAR
546,1237650000000000000,GALAXY
547,1237650000000000000,GALAXY
548,1237650000000000000,GALAXY
549,1237650000000000000,STAR
550,1237650000000000000,GALAXY
551,1237650000000000000,STAR
552,1237650000000000000,STAR
553,1237650000000000000,STAR
554,1237650000000000000,STAR
555,1237650000000000000,STAR
556,1237650000000000000,GALAXY
557,1237650000000000000,STAR
558,1237650000000000000,GALAXY
559,1237650000000000000,QSO
560,1237650000000000000,STAR
561,1237650000000000000,GALAXY
562,1237650000000000000,GALAXY
563,1237650000000000000,STAR
564,1237650000000000000,GALAXY
565,1237650000000000000,GALAXY
566,1237650000000000000,GALAXY
567,1237650000000000000,STAR
568,1237650000000000000,STAR
569,1237650000000000000,GALAXY
570,1237650000000000000,GALAXY
571,1237650000000000000,GALAXY
572,1237650000000000000,STAR
573,1237650000000000000,GALAXY
574,1237650000000000000,GALAXY
575,1237650000000000000,QSO
576,1237650000000000000,GALAXY
577,1237650000000000000,GALAXY
578,1237650000000000000,GALAXY
579,1237650000000000000,GALAXY
580,1237650000000000000,GALAXY
581,1237650000000000000,GALAXY
582,1237650000000000000,GALAXY
583,1237650000000000000,QSO
584,1237650000000000000,STAR
585,1237650000000000000,GALAXY
586,1237650000000000000,GALAXY
587,1237650000000000000,STAR
588,1237650000000000000,STAR
589,1237650000000000000,STAR
590,1237650000000000000,STAR
591,1237650000000000000,GALAXY
592,1237650000000000000,GALAXY
593,1237650000000000000,STAR
594,1237650000000000000,GALAXY
595,1237650000000000000,GALAXY
596,1237650000000000000,STAR
597,1237650000000000000,QSO
598,1237650000000000000,STAR
599,1237650000000000000,GALAXY
600,1237650000000000000,STAR
601,1237650000000000000,GALAXY
602,1237650000000000000,GALAXY
603,1237650000000000000,GALAXY
604,1237650000000000000,GALAXY
605,1237650000000000000,STAR
606,1237650000000000000,STAR
607,1237650000000000000,STAR
608,1237650000000000000,STAR
609,1237650000000000000,GALAXY
610,1237650000000000000,GALAXY
611,1237650000000000000,GALAXY
612,1237650000000000000,QSO
613,1237650000000000000,GALAXY
614,1237650000000000000,GALAXY
615,1237650000000000000,GALAXY
616,1237650000000000000,QSO
617,1237650000000000000,GALAXY
618,1237650000000000000,GALAXY
619,1237650000000000000,GALAXY
620,1237650000000000000,STAR
621,1237650000000000000,GALAXY
622,1237650000000000000,STAR
623,1237650000000000000,GALAXY
624,1237650000000000000,GALAXY
625,1237650000000000000,GALAXY
626,1237650000000000000,GALAXY
627,1237650000000000000,GALAXY
628,1237650000000000000,GALAXY
629,1237650000000000000,STAR
630,1237650000000000000,GALAXY
631,1237650000000000000,GALAXY
632,1237650000000000000,STAR
633,1237650000000000000,GALAXY
634,1237650000000000000,GALAXY
635,1237650000000000000,GALAXY
636,1237650000000000000,STAR
637,1237650000000000000,GALAXY
638,1237650000000000000,STAR
639,1237650000000000000,GALAXY
640,1237650000000000000,STAR
641,1237650000000000000,STAR
642,1237650000000000000,GALAXY
643,1237650000000000000,STAR
644,1237650000000000000,QSO
645,1237650000000000000,STAR
646,1237650000000000000,STAR
647,1237650000000000000,STAR
648,1237650000000000000,STAR
649,1237650000000000000,STAR
650,1237650000000000000,GALAXY
651,1237650000000000000,STAR
652,1237650000000000000,STAR
653,1237650000000000000,QSO
654,1237650000000000000,STAR
655,1237650000000000000,STAR
656,1237650000000000000,GALAXY
657,1237650000000000000,STAR
658,1237650000000000000,GALAXY
659,1237650000000000000,STAR
660,1237650000000000000,STAR
661,1237650000000000000,STAR
662,1237650000000000000,GALAXY
663,1237650000000000000,STAR
664,1237650000000000000,QSO
665,1237650000000000000,GALAXY
666,1237650000000000000,STAR
667,1237650000000000000,STAR
668,1237650000000000000,STAR
669,1237650000000000000,STAR
670,1237650000000000000,GALAXY
671,1237650000000000000,GALAXY
672,1237650000000000000,STAR
673,1237650000000000000,STAR
674,1237650000000000000,STAR
675,1237650000000000000,STAR
676,1237650000000000000,STAR
677,1237650000000000000,STAR
678,1237650000000000000,STAR
679,1237650000000000000,STAR
680,1237650000000000000,STAR
681,1237650000000000000,GALAXY
682,1237650000000000000,GALAXY
683,1237650000000000000,GALAXY
684,1237650000000000000,GALAXY
685,1237650000000000000,GALAXY
686,1237650000000000000,STAR
687,1237650000000000000,GALAXY
688,1237650000000000000,STAR
689,1237650000000000000,STAR
690,1237650000000000000,STAR
691,1237650000000000000,GALAXY
692,1237650000000000000,GALAXY
693,1237650000000000000,STAR
694,1237650000000000000,STAR
695,1237650000000000000,STAR
696,1237650000000000000,STAR
697,1237650000000000000,GALAXY
698,1237650000000000000,GALAXY
699,1237650000000000000,STAR
700,1237650000000000000,STAR
701,1237650000000000000,STAR
702,1237650000000000000,STAR
703,1237650000000000000,STAR
704,1237650000000000000,GALAXY
705,1237650000000000000,GALAXY
706,1237650000000000000,GALAXY
707,1237650000000000000,GALAXY
708,1237650000000000000,GALAXY
709,1237650000000000000,GALAXY
710,1237650000000000000,STAR
711,1237650000000000000,STAR
712,1237650000000000000,STAR
713,1237650000000000000,STAR
714,1237650000000000000,STAR
715,1237650000000000000,STAR
716,1237650000000000000,STAR
717,1237650000000000000,STAR
718,1237650000000000000,STAR
719,1237650000000000000,STAR
720,1237650000000000000,GALAXY
721,1237650000000000000,GALAXY
722,1237650000000000000,STAR
723,1237650000000000000,STAR
724,1237650000000000000,GALAXY
725,1237650000000000000,STAR
726,1237650000000000000,GALAXY
727,1237650000000000000,GALAXY
728,1237650000000000000,GALAXY
729,1237650000000000000,GALAXY
730,1237650000000000000,GALAXY
731,1237650000000000000,GALAXY
732,1237650000000000000,GALAXY
733,1237650000000000000,STAR
734,1237650000000000000,STAR
735,1237650000000000000,STAR
736,1237650000000000000,STAR
737,1237650000000000000,STAR
738,1237650000000000000,GALAXY
739,1237650000000000000,GALAXY
740,1237650000000000000,GALAXY
741,1237650000000000000,GALAXY
742,1237650000000000000,GALAXY
743,1237650000000000000,QSO
744,1237650000000000000,QSO
745,1237650000000000000,GALAXY
746,1237650000000000000,STAR
747,1237650000000000000,STAR
748,1237650000000000000,STAR
749,1237650000000000000,QSO
750,1237650000000000000,STAR
751,1237650000000000000,QSO
752,1237650000000000000,GALAXY
753,1237650000000000000,GALAXY
754,1237650000000000000,STAR
755,1237650000000000000,GALAXY
756,1237650000000000000,GALAXY
757,1237650000000000000,GALAXY
758,1237650000000000000,GALAXY
759,1237650000000000000,GALAXY
760,1237650000000000000,QSO
761,1237650000000000000,GALAXY
762,1237650000000000000,STAR
763,1237650000000000000,GALAXY
764,1237650000000000000,GALAXY
765,1237650000000000000,GALAXY
766,1237650000000000000,GALAXY
767,1237650000000000000,GALAXY
768,1237650000000000000,GALAXY
769,1237650000000000000,STAR
770,1237650000000000000,QSO
771,1237650000000000000,GALAXY
772,1237650000000000000,GALAXY
773,1237650000000000000,STAR
774,1237650000000000000,QSO
775,1237650000000000000,STAR
776,1237650000000000000,GALAXY
777,1237650000000000000,GALAXY
778,1237650000000000000,GALAXY
779,1237650000000000000,GALAXY
780,1237650000000000000,QSO
781,1237650000000000000,GALAXY
782,1237650000000000000,GALAXY
783,1237650000000000000,GALAXY
784,1237650000000000000,GALAXY
785,1237650000000000000,GALAXY
786,1237650000000000000,GALAXY
787,1237650000000000000,GALAXY
788,1237650000000000000,GALAXY
789,1237650000000000000,GALAXY
790,1237650000000000000,GALAXY
791,1237650000000000000,GALAXY
792,1237650000000000000,STAR
793,1237650000000000000,STAR
794,1237650000000000000,STAR
795,1237650000000000000,STAR
796,1237650000000000000,STAR
797,1237650000000000000,STAR
798,1237650000000000000,GALAXY
799,1237650000000000000,GALAXY
800,1237650000000000000,STAR
801,1237650000000000000,STAR
802,1237650000000000000,STAR
803,1237650000000000000,STAR
804,1237650000000000000,STAR
805,1237650000000000000,STAR
806,1237650000000000000,STAR
807,1237650000000000000,STAR
808,1237650000000000000,GALAXY
809,1237650000000000000,STAR
810,1237650000000000000,STAR
811,1237650000000000000,STAR
812,1237650000000000000,STAR
813,1237650000000000000,STAR
814,1237650000000000000,GALAXY
815,1237650000000000000,STAR
816,1237650000000000000,STAR
817,1237650000000000000,STAR
818,1237650000000000000,GALAXY
819,1237650000000000000,STAR
820,1237650000000000000,GALAXY
821,1237650000000000000,GALAXY
822,1237650000000000000,STAR
823,1237650000000000000,STAR
824,1237650000000000000,QSO
825,1237650000000000000,STAR
826,1237650000000000000,STAR
827,1237650000000000000,GALAXY
828,1237650000000000000,GALAXY
829,1237650000000000000,GALAXY
830,1237650000000000000,STAR
831,1237650000000000000,GALAXY
832,1237650000000000000,GALAXY
833,1237650000000000000,QSO
834,1237650000000000000,GALAXY
835,1237650000000000000,STAR
836,1237650000000000000,STAR
837,1237650000000000000,STAR
838,1237650000000000000,GALAXY
839,1237650000000000000,QSO
840,1237650000000000000,STAR
841,1237650000000000000,STAR
842,1237650000000000000,STAR
843,1237650000000000000,STAR
844,1237650000000000000,GALAXY
845,1237650000000000000,STAR
846,1237650000000000000,STAR
847,1237650000000000000,GALAXY
848,1237650000000000000,GALAXY
849,1237650000000000000,STAR
850,1237650000000000000,STAR
851,1237650000000000000,GALAXY
852,1237650000000000000,STAR
853,1237650000000000000,GALAXY
854,1237650000000000000,STAR
855,1237650000000000000,STAR
856,1237650000000000000,STAR
857,1237650000000000000,GALAXY
858,1237650000000000000,GALAXY
859,1237650000000000000,GALAXY
860,1237650000000000000,STAR
861,1237650000000000000,GALAXY
862,1237650000000000000,GALAXY
863,1237650000000000000,GALAXY
864,1237650000000000000,STAR
865,1237650000000000000,GALAXY
866,1237650000000000000,GALAXY
867,1237650000000000000,GALAXY
868,1237650000000000000,GALAXY
869,1237650000000000000,STAR
870,1237650000000000000,GALAXY
871,1237650000000000000,GALAXY
872,1237650000000000000,GALAXY
873,1237650000000000000,GALAXY
874,1237650000000000000,GALAXY
875,1237650000000000000,GALAXY
876,1237650000000000000,GALAXY
877,1237650000000000000,STAR
878,1237650000000000000,GALAXY
879,1237650000000000000,GALAXY
880,1237650000000000000,QSO
881,1237650000000000000,GALAXY
882,1237650000000000000,GALAXY
883,1237650000000000000,STAR
884,1237650000000000000,GALAXY
885,1237650000000000000,STAR
886,1237650000000000000,GALAXY
887,1237650000000000000,STAR
888,1237650000000000000,STAR
889,1237650000000000000,STAR
890,1237650000000000000,GALAXY
891,1237650000000000000,STAR
892,1237650000000000000,STAR
893,1237650000000000000,STAR
894,1237650000000000000,STAR
895,1237650000000000000,STAR
896,1237650000000000000,STAR
897,1237650000000000000,STAR
898,1237650000000000000,QSO
899,1237650000000000000,STAR
900,1237650000000000000,GALAXY
901,1237650000000000000,GALAXY
902,1237650000000000000,QSO
903,1237650000000000000,STAR
904,1237650000000000000,STAR
905,1237650000000000000,QSO
906,1237650000000000000,STAR
907,1237650000000000000,STAR
908,1237650000000000000,GALAXY
909,1237650000000000000,STAR
910,1237650000000000000,QSO
911,1237650000000000000,GALAXY
912,1237650000000000000,STAR
913,1237650000000000000,STAR
914,1237650000000000000,STAR
915,1237650000000000000,STAR
916,1237650000000000000,STAR
917,1237650000000000000,GALAXY
918,1237650000000000000,STAR
919,1237650000000000000,STAR
920,1237650000000000000,STAR
921,1237650000000000000,GALAXY
922,1237650000000000000,STAR
923,1237650000000000000,STAR
924,1237650000000000000,STAR
925,1237650000000000000,STAR
926,1237650000000000000,QSO
927,1237650000000000000,QSO
928,1237650000000000000,STAR
929,1237650000000000000,STAR
930,1237650000000000000,GALAXY
931,1237650000000000000,QSO
932,1237650000000000000,GALAXY
933,1237650000000000000,GALAXY
934,1237650000000000000,GALAXY
935,1237650000000000000,GALAXY
936,1237650000000000000,STAR
937,1237650000000000000,GALAXY
938,1237650000000000000,STAR
939,1237650000000000000,GALAXY
940,1237650000000000000,GALAXY
941,1237650000000000000,STAR
942,1237650000000000000,QSO
